JID,VERDICT,own_verdict,JTYPE
"IPCM,105,刑智上易,104,20170330,1",Win,Other,CRIMINAL
"TPAA,109,上,1045,20220505,1",Other,Remand,ADMINISTRATIVE
"IPCM,106,刑智上訴,37,20190430,1",Win,Other,CRIMINAL
"TPDM,91,簡,4494,20030102,1",Win,Other,CRIMINAL
"SDEM,102,沙智簡,13,20130904,1",Win,Other,CRIMINAL
"TPDM,97,簡,778,20080311,1",Win,Other,CRIMINAL
"TNDM,91,易,1756,20030213,1",Lose,Other,CRIMINAL
"TPDM,104,智簡,24,20150903,1",Win,Other,CRIMINAL
"IPCM,100,重附民上,2,20120425,2",Lose,Mixed,CWC
"IPCV,103,民著訴,23,20150311,2",Win,Mixed,CIVIL
"NTDM,103,投智簡,3,20141009,1",Win,Other,CRIMINAL
"TCHM,94,上易,1335,20060302,3",Win,Other,CRIMINAL
"TCDM,113,中智簡,14,20240329,1",Win,Other,CRIMINAL
"IPCM,107,刑智上訴,45,20191114,1",Win,Other,CRIMINAL
"IPCV,100,民專訴,64,20120113,2",Win,Mixed,CIVIL
"KSDM,92,簡上,616,20040128,1",Win,Other,CRIMINAL
"TPHM,92,上訴,4114,20040227,1",Win,Other,CRIMINAL
"TPDM,110,智簡,52,20211026,1",Win,Other,CRIMINAL
"SLDM,103,智訴,1,20150818,1",Win,Other,CRIMINAL
"TPDM,95,簡,774,20060331,1",Win,Other,CRIMINAL
"PCDM,99,智訴,6,20101118,1",Win,Other,CRIMINAL
"TPBA,91,訴,3368,20031204,1",Win,Mixed,ADMINISTRATIVE
"CHDM,103,智訴,4,20150730,1",Win,Other,CRIMINAL
"IPCA,102,行商訴,66,20131120,3",Win,Other,ADMINISTRATIVE
"KSDM,110,智易,7,20220412,1",Win,Other,CRIMINAL
"SCDM,90,易,11,20010323,1",Win,Other,CRIMINAL
"KSDM,95,簡,2651,20060428,1",Win,Other,CRIMINAL
"ILDM,111,智簡,4,20221018,1",Win,Other,CRIMINAL
"PCDM,103,智簡,41,20140818,1",Win,Other,CRIMINAL
"SCDM,104,智簡,2,20150930,1",Win,Other,CRIMINAL
"TPDM,92,簡,2110,20030630,1",Win,Other,CRIMINAL
"CYDM,109,智簡,16,20200708,1",Win,Other,CRIMINAL
"IPCA,111,行專訴,15,20220914,3",Win,Other,ADMINISTRATIVE
"TPDM,113,智簡,51,20241203,1",Win,Other,CRIMINAL
"PCDM,100,智簡,26,20110314,1",Win,Other,CRIMINAL
"TPDM,102,智易,25,20130509,1",Win,Other,CRIMINAL
"HLDM,103,原花智簡,2,20140331,1",Win,Other,CRIMINAL
"PCDM,108,智簡,71,20191220,1",Win,Other,CRIMINAL
"TYDM,95,壢簡,1614,20061109,1",Win,Other,CRIMINAL
"TYDM,109,智訴,8,20220718,2",Win,Other,CRIMINAL
"TPDM,89,自,970,20010216,1",Lose,Other,CRIMINAL
"NTDM,97,訴,609,20080828,2",Win,Other,CRIMINAL
"PCDM,108,智簡,72,20191223,1",Win,Other,CRIMINAL
"KSHM,92,上訴,459,20030408,1",Win,Other,CRIMINAL
"TPSV,107,台上,103,20190424,1",Lose,Remand,CIVIL
"TCDM,100,中智簡,76,20111123,1",Win,Other,CRIMINAL
"TCDM,112,中智簡,64,20231226,1",Win,Other,CRIMINAL
"TCDM,101,智易,54,20121003,1",Win,Other,CRIMINAL
"CTDM,110,智簡,35,20211228,1",Win,Other,CRIMINAL
"KSDM,98,審簡,648,20090622,1",Win,Other,CRIMINAL
"PCDM,95,簡,7557,20070329,1",Win,Other,CRIMINAL
"KSDM,108,智簡,51,20200316,1",Win,Other,CRIMINAL
"IPCV,105,民著訴,3,20160725,1",Win,Mixed,CIVIL
"MLDM,99,苗智簡,8,20101201,1",Win,Other,CRIMINAL
"TPDM,94,易,1739,20060714,1",Win,Other,CRIMINAL
"TPBA,91,訴,4834,20040708,1",Win,Mixed,ADMINISTRATIVE
"CHDM,101,智簡,15,20120411,1",Win,Other,CRIMINAL
"IPCV,108,民商上易,3,20200227,1",Lose,Mixed,CIVIL
"IPCV,110,民著訴,52,20210720,1",Win,Mixed,CIVIL
"TCDM,91,易,2083,20021231,1",Win,Other,CRIMINAL
"IPCM,101,刑智上易,40,20120531,1",Win,Other,CRIMINAL
"KSDM,102,審智訴,20,20140107,1",Win,Other,CRIMINAL
"IPCM,98,刑智上易,51,20090618,1",Win,Other,CRIMINAL
"CYDM,98,嘉簡,1199,20091013,1",Win,Other,CRIMINAL
"TYDM,109,智易,32,20210407,1",Win,Other,CRIMINAL
"IPCV,106,民商訴,35,20180312,1",Win,Mixed,CIVIL
"TCHM,91,上訴,1350,20020930,1",Win,Other,CRIMINAL
"KSDM,90,易,4747,20020129,1",Win,Other,CRIMINAL
"TYDM,103,智易,20,20150429,1",Lose,Other,CRIMINAL
"IPCV,103,民著訴,7,20140610,1",Win,Mixed,CIVIL
"IPCM,98,刑智上更(一),26,20090903,1",Win,Other,CRIMINAL
"PCDM,112,智簡上附民,2,20230801,1",Win,Mixed,CWC
"TYDM,103,智易,12,20150626,1",Lose,Other,CRIMINAL
"PCDM,105,智簡上,14,20170818,1",Win,Other,CRIMINAL
"TPDM,102,智簡,97,20131022,1",Win,Other,CRIMINAL
"PCDM,98,簡,6619,20091209,1",Win,Other,CRIMINAL
"PCDM,94,簡,5318,20051220,1",Win,Other,CRIMINAL
"TPDM,101,智易,11,20120511,1",Win,Other,CRIMINAL
"TYDM,94,桃簡,564,20050414,1",Win,Other,CRIMINAL
"IPCM,98,刑智上更(二),7,20100111,1",Win,Other,CRIMINAL
"TPDM,108,智易,40,20200528,1",Lose,Other,CRIMINAL
"MKEM,104,馬智簡,1,20150909,1",Win,Other,CRIMINAL
"TTDM,99,東智簡,3,20101022,1",Win,Other,CRIMINAL
"SLDM,92,簡,76,20030428,1",Win,Other,CRIMINAL
"HLDM,97,花簡,1268,20081112,1",Win,Other,CRIMINAL
"TCDM,101,智簡,3,20120130,1",Win,Other,CRIMINAL
"TTDV,107,智,1,20180928,2",Win,Mixed,CIVIL
"TNDM,104,智簡,1,20150226,1",Win,Other,CRIMINAL
"PCDM,112,智簡,39,20231013,1",Win,Other,CRIMINAL
"PCDM,103,智簡,45,20140728,1",Win,Other,CRIMINAL
"TNDM,111,智簡,4,20220330,1",Win,Other,CRIMINAL
"KLDM,98,基簡,474,20090424,1",Win,Other,CRIMINAL
"TPDM,103,智簡,17,20141231,1",Win,Other,CRIMINAL
"PTDM,111,智簡上,2,20230213,1",Lose,Other,CRIMINAL
"CYDM,100,智簡,22,20111130,1",Win,Other,CRIMINAL
"TCHM,91,上易,1002,20020627,1",Win,Other,CRIMINAL
"TCHM,97,上易,271,20080416,1",Win,Other,CRIMINAL
"KSDM,89,自,615,20011207,1",Win,Other,CRIMINAL
"KSDM,94,簡,980,20050225,1",Win,Other,CRIMINAL
"TCHV,95,智上更(一),3,20081031,1",Lose,Remand,CIVIL
"TCDM,97,簡,835,20080814,1",Win,Other,CRIMINAL
"KSDM,94,簡,7229,20051228,1",Win,Other,CRIMINAL
"CTDM,110,智簡,41,20220628,1",Win,Other,CRIMINAL
"IPCV,109,民著訴,110,20210831,1",Win,Mixed,CIVIL
"TNHM,93,上訴,812,20041111,1",Win,Other,CRIMINAL
"PCDM,95,易,2295,20070123,1",Win,Other,CRIMINAL
"TCHM,96,上訴,581,20070517,1",Win,Other,CRIMINAL
"KSDM,90,易,1502,20011121,1",Win,Other,CRIMINAL
"KSDM,94,簡,7697,20051230,1",Win,Other,CRIMINAL
"KLDM,92,訴,346,20030820,1",Lose,Other,CRIMINAL
"PCDM,94,簡,1966,20050630,1",Win,Other,CRIMINAL
"IPCA,100,行專訴,106,20120315,3",Win,Other,ADMINISTRATIVE
"IPCM,105,刑智上訴,34,20180124,2",Win,Other,CRIMINAL
"TNDM,107,智簡,4,20180129,1",Win,Other,CRIMINAL
"KSDM,90,易,1673,20010817,1",Win,Other,CRIMINAL
"KSDM,90,簡,52,20011130,1",Win,Other,CRIMINAL
"TPDM,101,智簡,83,20121029,1",Win,Other,CRIMINAL
"TYDM,108,壢智簡,8,20190920,1",Win,Other,CRIMINAL
"IPCV,110,民著上更(一),3,20220428,1",Lose,Remand,CIVIL
"TCDM,107,智簡,1,20180112,1",Win,Other,CRIMINAL
"TPDM,94,簡,2293,20051031,1",Win,Other,CRIMINAL
"CHDM,106,智附民,2,20170829,1",Win,Mixed,CWC
"TYDM,99,壢智簡,8,20100525,1",Win,Other,CRIMINAL
"KSDM,96,易,478,20071005,1",Lose,Other,CRIMINAL
"CTDM,106,智簡,36,20170822,1",Win,Other,CRIMINAL
"PCDM,95,簡,7518,20070112,1",Win,Other,CRIMINAL
"TCDM,113,中智簡,2,20240415,1",Win,Other,CRIMINAL
"TCDM,101,智簡,32,20120906,1",Win,Other,CRIMINAL
"TYDM,98,易,486,20091021,1",Win,Other,CRIMINAL
"TCDM,97,中簡,2231,20080709,1",Win,Other,CRIMINAL
"KSDM,103,智簡,124,20141125,1",Win,Other,CRIMINAL
"TPDM,92,簡,2062,20030630,1",Win,Other,CRIMINAL
"PTDM,108,智簡,16,20200306,1",Win,Other,CRIMINAL
"PCDM,100,智簡,111,20111116,1",Win,Other,CRIMINAL
"PCDM,95,簡,3993,20060731,1",Win,Other,CRIMINAL
"KSDM,89,易,3749,20010227,1",Win,Other,CRIMINAL
"KSDM,89,易,2383,20000808",Win,Other,CRIMINAL
"IPCM,97,刑智上更(二),19,20090430,1",Win,Other,CRIMINAL
"TPDM,102,智易,57,20130927,1",Win,Other,CRIMINAL
"TYDM,97,桃簡,3370,20091027,1",Win,Other,CRIMINAL
"TPSV,108,台上,2125,20200723,1",Lose,Remand,CIVIL
"TYDM,111,智易,32,20231215,1",Win,Other,CRIMINAL
"TCDM,98,中簡,1703,20090803,1",Win,Other,CRIMINAL
"MLDM,96,易,39,20070627,2",Win,Other,CRIMINAL
"IPCM,100,附民,4,20110328,1",Win,Mixed,CWC
"TPDM,89,訴,798,20000803",Win,Other,CRIMINAL
"IPCM,98,刑智上更(一),23,20090806,1",Win,Other,CRIMINAL
"KSDM,90,易,1579,20010524,1",Win,Other,CRIMINAL
"TPDM,109,智簡,15,20200325,1",Win,Other,CRIMINAL
"ULDM,110,六智簡,5,20211027,1",Win,Other,CRIMINAL
"PCDM,94,簡,2750,20051020,1",Win,Other,CRIMINAL
"CTDM,109,智簡,43,20201030,1",Win,Other,CRIMINAL
"TCDV,95,智,21,20090526,2",Win,Mixed,CIVIL
"PCDM,101,智簡,51,20120525,1",Win,Other,CRIMINAL
"IPCV,112,民著訴,14,20230612,1",Win,Mixed,CIVIL
"ILDM,90,易,267,20011106,1",Win,Other,CRIMINAL
"NTDM,97,審投刑簡,115,20090309,2",Win,Other,CRIMINAL
"PCDM,99,智易,12,20100806,1",Lose,Other,CRIMINAL
"TYDM,97,壢簡,208,20080214,1",Win,Other,CRIMINAL
"TCDM,106,智附民,19,20170927,1",Win,Mixed,CWC
"TPHM,92,上訴,972,20051019,2",Win,Other,CRIMINAL
"IPCA,103,行專訴,83,20150204,3",Win,Other,ADMINISTRATIVE
"KSDM,89,訴,1632,20000818",Win,Other,CRIMINAL
"ILDM,100,智易,9,20111115,1",Win,Other,CRIMINAL
"KSDM,100,智訴,15,20111031,1",Win,Other,CRIMINAL
"KLDM,104,智易,3,20150827,1",Lose,Other,CRIMINAL
"PCDM,100,智簡,80,20111011,1",Win,Other,CRIMINAL
"TCDM,108,中智簡,2,20190111,1",Win,Other,CRIMINAL
"KSDM,102,智簡,189,20140417,1",Win,Other,CRIMINAL
"KSDM,102,智簡,49,20130531,1",Win,Other,CRIMINAL
"TYDM,111,桃智簡,15,20221021,1",Win,Other,CRIMINAL
"CHDM,100,智簡,50,20110908,1",Win,Other,CRIMINAL
"IPCM,98,刑智上訴,21,20090806,2",Win,Other,CRIMINAL
"IPCM,99,刑智上易,52,20101122,1",Lose,Other,CRIMINAL
"IPCM,101,刑智上易,90,20121206,1",Win,Other,CRIMINAL
"TCDM,103,智簡上,15,20150331,1",Win,Other,CRIMINAL
"PCDM,110,智簡附民,24,20211230,1",Win,Mixed,CWC
"IPCM,101,刑智上訴,57,20130327,1",Win,Other,CRIMINAL
"TPDM,93,簡,1127,20040510,1",Win,Other,CRIMINAL
"SLDM,108,審智簡,10,20191127,1",Win,Other,CRIMINAL
"TCDM,96,中簡,2825,20071231,1",Win,Other,CRIMINAL
"CYDM,100,智簡,7,20110523,1",Win,Other,CRIMINAL
"TTDM,95,東簡,453,20061025,1",Win,Other,CRIMINAL
"TCDM,105,智易,13,20161116,1",Lose,Other,CRIMINAL
"ILDM,89,訴,230,20010719,3",Win,Other,CRIMINAL
"PCDM,104,智簡,29,20150825,1",Win,Other,CRIMINAL
"KSDM,106,智簡,44,20170911,1",Win,Other,CRIMINAL
"CHDM,105,智簡,51,20161130,1",Win,Other,CRIMINAL
"TCDM,107,中智簡,26,20180628,1",Win,Other,CRIMINAL
"KSDM,103,智簡,173,20141208,1",Win,Other,CRIMINAL
"KSDM,92,簡,1518,20030428,1",Win,Other,CRIMINAL
"TNDM,112,智簡,12,20230322,1",Win,Other,CRIMINAL
"PCDM,112,智易,4,20241224,1",Win,Other,CRIMINAL
"PCDM,113,智簡,50,20241125,1",Win,Other,CRIMINAL
"KSDM,94,訴,2682,20070622,1",Win,Other,CRIMINAL
"KSDM,102,智簡,28,20130528,1",Win,Other,CRIMINAL
"CTDM,108,智簡,62,20200331,1",Win,Other,CRIMINAL
"KSDM,102,智易,4,20130621,1",Win,Other,CRIMINAL
"SCDM,108,智簡,16,20190801,1",Win,Other,CRIMINAL
"CHDM,102,智簡,31,20130923,1",Win,Other,CRIMINAL
"TCDM,100,智附民,31,20120222,1",Win,Mixed,CWC
"TPSM,93,台上,1215,20040311",Lose,Remand,CRIMINAL
"TPDM,99,智簡上,4,20100630,2",Win,Other,CRIMINAL
"TCDM,109,中智簡,91,20201231,1",Win,Other,CRIMINAL
"TCDV,93,智,44,20061016,3",Win,Mixed,CIVIL
"TCDM,111,中智簡,12,20220318,1",Win,Other,CRIMINAL
"CTDM,107,智簡,21,20181024,1",Win,Other,CRIMINAL
"CTDM,109,智簡附民,4,20200330,1",Win,Mixed,CWC
"IPCM,110,刑智上易,75,20220810,1",Win,Other,CRIMINAL
"KSDM,102,智簡,230,20130116,1",Win,Other,CRIMINAL
"SCDM,110,智附民,8,20220825,1",Win,Mixed,CWC
"TNDM,102,智簡,41,20140205,1",Win,Other,CRIMINAL
"TPHM,90,上易,2604,20010831,1",Win,Other,CRIMINAL
"ILDM,112,智易,5,20230606,1",Win,Other,CRIMINAL
"PCDM,111,智簡附民,1,20220627,1",Win,Mixed,CWC
"ULDM,109,智簡上附民,1,20200629,1",Win,Mixed,CWC
"TCDM,111,智簡上,7,20221129,1",Win,Other,CRIMINAL
"TNDM,113,智易,4,20240418,1",Win,Other,CRIMINAL
"SCDM,96,竹簡,848,20070622,1",Win,Other,CRIMINAL
"KSDM,90,易,3399,20020822,1",Win,Other,CRIMINAL
"TPDM,107,智附民,18,20181214,1",Win,Mixed,CWC
"PCDM,105,智簡,69,20161110,1",Win,Other,CRIMINAL
"TPDM,102,智訴,16,20140818,1",Win,Other,CRIMINAL
"TPDM,93,易,1626,20060623,2",Win,Other,CRIMINAL
"IPCV,100,民著上,9,20120405,1",Lose,Other,CIVIL
"TNDM,101,智簡,2,20120130,1",Win,Other,CRIMINAL
"KSDM,101,智簡,115,20120625,1",Win,Other,CRIMINAL
"TYDM,110,桃智簡,16,20211019,1",Win,Other,CRIMINAL
"TYDM,110,智簡,3,20220705,1",Win,Other,CRIMINAL
"IPCM,104,刑智上易,56,20151127,1",Win,Other,CRIMINAL
"TPDM,90,訴,664,20010809,1",Win,Other,CRIMINAL
"TPDM,99,智易,44,20110408,1",Lose,Other,CRIMINAL
"NTDM,100,智訴,4,20120716,1",Lose,Other,CRIMINAL
"IPCM,102,刑智上易,40,20130711,1",Lose,Other,CRIMINAL
"IPCV,103,民營訴,6,20150518,2",Win,Mixed,CIVIL
"KSDM,105,智簡,113,20170224,1",Win,Other,CRIMINAL
"KSDM,106,智簡,58,20180111,1",Win,Other,CRIMINAL
"PCDM,93,簡上,598,20050329,1",Win,Other,CRIMINAL
"CYDM,93,訴,513,20050225,1",Win,Other,CRIMINAL
"KSDM,107,智附民,13,20200326,1",Win,Mixed,CWC
"MLDM,105,智簡附民,3,20170221,1",Win,Mixed,CWC
"SLDM,107,智易,4,20180625,1",Win,Other,CRIMINAL
"TPHM,95,上更(一),858,20080116,1",Win,Other,CRIMINAL
"TPDM,89,易,778,20000519,1",Win,Other,CRIMINAL
"KLDM,104,智易,2,20160518,1",Win,Other,CRIMINAL
"IPCV,99,民專訴,29,20101230,3",Win,Mixed,CIVIL
"TNDM,94,簡,2061,20051003,1",Win,Other,CRIMINAL
"IPCM,100,刑智上易,96,20111222,1",Win,Other,CRIMINAL
"KSDM,103,智簡,130,20140708,1",Win,Other,CRIMINAL
"TPDM,101,智簡,34,20121228,1",Win,Other,CRIMINAL
"PCDM,113,智簡,45,20240923,1",Win,Other,CRIMINAL
"TCDM,110,中智簡,1,20210622,1",Win,Other,CRIMINAL
"KSDM,104,智簡,40,20150806,1",Win,Other,CRIMINAL
"PCDM,95,簡,1845,20060420,1",Win,Other,CRIMINAL
"TCDM,102,智易,40,20131001,2",Win,Other,CRIMINAL
"PCDM,102,智簡,96,20131204,1",Win,Other,CRIMINAL
"PCDM,94,易,1767,20060428,1",Win,Other,CRIMINAL
"TCDM,101,智易,104,20130726,1",Win,Other,CRIMINAL
"ILDM,96,易,81,20070705,1",Win,Other,CRIMINAL
"IPCM,97,刑智上易,27,20081120,1",Win,Other,CRIMINAL
"TCDM,108,智簡,22,20190806,1",Win,Other,CRIMINAL
"TPDM,89,訴,1193,20001229,1",Win,Other,CRIMINAL
"TPDM,104,智易,29,20150630,1",Lose,Other,CRIMINAL
"ILEM,90,宜簡,28,20020531,2",Win,Other,CRIMINAL
"TYDM,92,壢簡,1104,20031210,1",Win,Other,CRIMINAL
"TYDM,111,審智簡,11,20220531,1",Win,Other,CRIMINAL
"TPDM,89,訴,907,20001115,1",Win,Other,CRIMINAL
"CYDM,112,智簡,13,20230727,1",Win,Other,CRIMINAL
"TCDM,111,中智簡,76,20230323,1",Win,Other,CRIMINAL
"TCDM,98,中簡,3057,20090923,1",Win,Other,CRIMINAL
"TPBA,96,訴更一,89,20080214,1",Win,Remand,ADMINISTRATIVE
"IPCM,111,附民上,14,20230112,1",Lose,Mixed,CWC
"TCDM,92,訴,1043,20030530,1",Win,Other,CRIMINAL
"IPCM,100,刑智上易,87,20111123,1",Win,Other,CRIMINAL
"TCDM,88,中簡上,131,20021107,2",Lose,Other,CRIMINAL
"KSDM,99,智簡,31,20101029,1",Win,Other,CRIMINAL
"CYDM,98,嘉簡,43,20090110,1",Win,Other,CRIMINAL
"SLDV,97,智,5,20081216,1",Win,Other,CIVIL
"TPBA,89,訴,2723,20020912,1",Win,Mixed,ADMINISTRATIVE
"TPDM,89,自,237,20010108,1",Lose,Other,CRIMINAL
"TPDM,97,簡,3469,20080930,1",Win,Other,CRIMINAL
"SCDM,108,智簡,14,20190822,1",Win,Other,CRIMINAL
"TNHM,92,上訴,1448,20050927,2",Win,Other,CRIMINAL
"CYDM,99,智簡,12,20100630,1",Win,Other,CRIMINAL
"KSDM,104,智簡,109,20160119,1",Win,Other,CRIMINAL
"CYDM,108,智附民,6,20191226,1",Win,Mixed,CWC
"TCDM,111,中智簡,39,20220613,1",Win,Other,CRIMINAL
"KSDM,102,智簡,24,20130624,1",Win,Other,CRIMINAL
"TCDM,104,智簡上,1,20150722,1",Win,Other,CRIMINAL
"KLDM,97,基簡,561,20080508,1",Win,Other,CRIMINAL
"KSDM,103,智簡上,19,20141002,1",Win,Other,CRIMINAL
"SCDM,98,審竹簡,129,20090420,1",Win,Other,CRIMINAL
"NTDM,96,投刑簡,443,20070730,1",Win,Other,CRIMINAL
"TPDM,98,易,285,20090717,1",Win,Other,CRIMINAL
"IPCV,101,民專訴,153,20130926,2",Win,Mixed,CIVIL
"PCDM,97,簡上,423,20080828,1",Win,Other,CRIMINAL
"KSDM,98,簡上,999,20091012,1",Win,Other,CRIMINAL
"PCDM,100,智簡上,10,20111111,1",Win,Other,CRIMINAL
"KSDM,95,簡上,121,20060426,1",Win,Other,CRIMINAL
"PCDM,111,智簡,30,20220422,1",Win,Other,CRIMINAL
"IPCM,103,刑智上易,17,20140317,1",Lose,Remand,CRIMINAL
"SCDM,103,智簡附民,3,20141021,1",Win,Mixed,CWC
"CHDM,107,智附民,4,20190729,2",Win,Mixed,CWC
"TNDM,95,訴,676,20070417,1",Win,Other,CRIMINAL
"PCDM,105,智簡,83,20161228,1",Win,Other,CRIMINAL
"KSDM,95,簡,3461,20060607,1",Win,Other,CRIMINAL
"IPCV,99,民商訴,22,20101108,1",Win,Mixed,CIVIL
"TCDM,96,訴,376,20071003,1",Win,Other,CRIMINAL
"IPCM,97,刑智上訴,23,20081201,1",Win,Other,CRIMINAL
"TCHM,92,上易,1590,20031112,1",Lose,Other,CRIMINAL
"TCDM,89,易,2891,20001205",Win,Other,CRIMINAL
"KSDM,93,簡,6188,20041228,1",Win,Other,CRIMINAL
"KSDM,97,審簡,2662,20090623,1",Win,Other,CRIMINAL
"TPDM,96,易,1859,20070830,1",Win,Other,CRIMINAL
"TNDM,105,智簡,30,20160728,1",Win,Other,CRIMINAL
"IPCM,107,刑智上訴,11,20180726,1",Win,Other,CRIMINAL
"SCDM,104,智簡,11,20150922,1",Win,Other,CRIMINAL
"TCHM,95,上訴,1129,20060719,1",Win,Other,CRIMINAL
"TYDM,94,易緝,52,20050513,2",Win,Other,CRIMINAL
"IPCM,98,刑智上易,110,20100308,1",Lose,Other,CRIMINAL
"TPDM,104,智簡,80,20151210,1",Win,Other,CRIMINAL
"TPDM,90,易,306,20010314,1",Win,Other,CRIMINAL
"TPDM,99,智訴,16,20110216,1",Win,Other,CRIMINAL
"TCHM,88,上易,669,20001128",Lose,Other,CRIMINAL
"PCDM,102,智簡上,1,20130329,1",Lose,Other,CRIMINAL
"TCDM,113,智易,49,20241119,1",Win,Other,CRIMINAL
"KSDM,113,智簡,28,20240925,1",Win,Other,CRIMINAL
"TPDM,92,簡,3837,20031031,1",Win,Other,CRIMINAL
"CHDM,100,智簡上,4,20110517,1",Win,Other,CRIMINAL
"PCDM,108,智易,23,20191210,1",Win,Other,CRIMINAL
"TCDM,97,中簡,1331,20080418,1",Win,Other,CRIMINAL
"SCDM,102,智簡,31,20130904,1",Win,Other,CRIMINAL
"KSDM,89,易,4939,20001229,1",Win,Other,CRIMINAL
"PCDM,110,智附民,16,20210824,1",Win,Mixed,CWC
"IPCM,102,刑智上易,102,20140417,3",Win,Other,CRIMINAL
"CTDM,113,智簡,10,20240523,1",Win,Other,CRIMINAL
"TCDM,90,易,147,20020705,1",Lose,Other,CRIMINAL
"KSDM,102,智簡,270,20140313,1",Win,Other,CRIMINAL
"PCDM,110,智簡,26,20210526,1",Win,Other,CRIMINAL
"TCDM,113,智簡,31,20241230,1",Win,Other,CRIMINAL
"TPDM,105,智易,31,20161125,2",Lose,Other,CRIMINAL
"PCDM,107,智簡,26,20180530,1",Win,Other,CRIMINAL
"PCDV,94,智更,2,20070629,1",Win,Lose,CIVIL
"KSDM,93,簡,3678,20050628,1",Win,Other,CRIMINAL
"TYDM,103,壢智簡,12,20141125,1",Win,Other,CRIMINAL
"IPCM,106,刑智上易,61,20180412,1",Lose,Remand,CRIMINAL
"TNDM,90,易,186,20020108,1",Lose,Other,CRIMINAL
"SLDM,107,智簡上,1,20180417,1",Lose,Other,CRIMINAL
"IPCV,99,民專訴,59,20120614,2",Win,Mixed,CIVIL
"KSDM,91,易,3270,20021031,1",Win,Other,CRIMINAL
"ILDM,98,簡上,83,20100203,1",Lose,Other,CRIMINAL
"TPDM,95,易,1889,20061129,1",Win,Other,CRIMINAL
"TCDM,109,智簡上,5,20200618,1",Lose,Other,CRIMINAL
"PCDM,100,智易,14,20110531,1",Lose,Other,CRIMINAL
"TYDM,92,易,1525,20040331,1",Lose,Other,CRIMINAL
"IPCV,98,民專上,5,20090514,2",Lose,Mixed,CIVIL
"KSHM,92,上訴,767,20030527,1",Win,Other,CRIMINAL
"TPDM,101,智易,60,20130805,1",Win,Other,CRIMINAL
"TYDM,104,智易,26,20170224,1",Lose,Other,CRIMINAL
"KSDV,95,智,6,20080716,1",Win,Mixed,CIVIL
"TCDM,104,中智簡,21,20150331,1",Win,Other,CRIMINAL
"SLEM,92,士簡,1308,20031028,1",Win,Other,CRIMINAL
"TCDV,106,智,5,20190725,1",Win,Mixed,CIVIL
"PCDM,94,易,586,20050921,1",Win,Other,CRIMINAL
"PCDM,97,簡上,1012,20081126,1",Win,Other,CRIMINAL
"IPCV,99,民商上易,2,20110328,2",Win,Mixed,CIVIL
"IPCV,101,民專訴,148,20130710,2",Win,Mixed,CIVIL
"TPDM,92,簡,31,20030107,1",Win,Other,CRIMINAL
"TNDM,91,訴,1265,20030912,1",Win,Other,CRIMINAL
"TPDM,104,智簡,47,20150903,1",Win,Other,CRIMINAL
"IPCM,102,刑智上易,106,20140319,1",Win,Other,CRIMINAL
"TYDM,102,桃智簡,40,20140523,1",Win,Other,CRIMINAL
"TPDM,108,智易,37,20191224,1",Win,Other,CRIMINAL
"PCDM,104,智簡,35,20150820,1",Win,Other,CRIMINAL
"KSDM,111,智重訴,1,20231218,2",Lose,Other,CRIMINAL
"KSDM,103,智簡,132,20140703,1",Win,Other,CRIMINAL
"PCDM,102,智易,18,20140516,1",Lose,Other,CRIMINAL
"CHDM,111,智簡,13,20220421,1",Win,Other,CRIMINAL
"TPDM,88,易,482,20000203",Lose,Other,CRIMINAL
"TPDM,94,簡,1749,20050930,1",Win,Other,CRIMINAL
"TCDM,101,中智簡,13,20120209,1",Win,Other,CRIMINAL
"IPCV,103,民商訴,28,20150116,1",Win,Mixed,CIVIL
"PCDM,97,簡,4679,20080530,1",Win,Other,CRIMINAL
"SCDM,91,易,584,20030331,1",Win,Other,CRIMINAL
"KSDM,107,智訴,12,20190530,2",Lose,Other,CRIMINAL
"KSHV,96,智上,2,20070531,1",Win,Mixed,CIVIL
"MLDM,100,苗智簡,5,20110429,1",Win,Other,CRIMINAL
"IPCM,103,重附民上,2,20140702,1",Lose,Mixed,CWC
"PTDM,104,智簡,6,20150430,1",Win,Other,CRIMINAL
"SCDM,101,智簡上,1,20130719,1",Win,Other,CRIMINAL
"TCDM,109,智簡附民,41,20210330,1",Win,Mixed,CWC
"IPCM,104,重附民上,7,20160630,3",Lose,Mixed,CWC
"KSDM,91,易,3825,20021220,1",Win,Other,CRIMINAL
"TPSV,96,台上,2352,20071018",Other,Remand,CIVIL
"PCDM,89,易,4177,20010315,1",Win,Other,CRIMINAL
"CHDM,110,智簡,53,20211201,1",Win,Other,CRIMINAL
"KLDM,99,基智簡,9,20100524,1",Win,Other,CRIMINAL
"KSDM,112,智簡,39,20230814,1",Win,Other,CRIMINAL
"KLDM,101,智易,2,20120531,1",Lose,Other,CRIMINAL
"TNDM,109,智簡,25,20200618,1",Win,Other,CRIMINAL
"PCDM,104,智簡上,9,20151218,1",Lose,Other,CRIMINAL
"IPCM,109,刑智上訴,4,20220803,5",Win,Other,CRIMINAL
"KSDM,95,簡,3463,20060919,1",Win,Other,CRIMINAL
"TCDM,102,智易,105,20150515,3",Lose,Other,CRIMINAL
"CHDM,93,簡上,51,20040817,1",Win,Other,CRIMINAL
"PCDM,110,智易,40,20221114,1",Win,Other,CRIMINAL
"KLDM,100,基智簡,12,20110830,1",Win,Other,CRIMINAL
