JID,VERDICT,own_verdict,JTYPE
"PTDM,95,簡,23,20060114,1",Win,Other,CRIMINAL
"TCDM,103,中智簡,103,20141126,1",Win,Other,CRIMINAL
"NTDM,109,埔智簡,1,20200410,1",Win,Other,CRIMINAL
"TPDM,90,訴,898,20011228,1",Win,Other,CRIMINAL
"TYDM,96,壢簡,1706,20070817,1",Win,Other,CRIMINAL
"TPDM,92,易,1157,20040225,1",Win,Other,CRIMINAL
"TCDM,110,智簡,3,20210125,1",Win,Other,CRIMINAL
"TNDM,90,易,1674,20010918,1",Win,Other,CRIMINAL
"KSDM,103,智簡,25,20140219,1",Win,Other,CRIMINAL
"IPCV,104,民著上,10,20160331,1",Win,Mixed,CIVIL
"TCDM,109,中智簡,36,20210104,1",Win,Other,CRIMINAL
"IPCM,100,刑智上更(二),16,20121219,1",Win,Other,CRIMINAL
"FYEM,98,豐簡,125,20090406,1",Win,Other,CRIMINAL
"TPDM,89,訴,908,20000811,1",Win,Other,CRIMINAL
"TCHM,94,上易,125,20050518,1",Win,Other,CRIMINAL
"PCDM,105,智簡,81,20161222,1",Win,Other,CRIMINAL
"KSDM,95,簡,2872,20060524,1",Win,Other,CRIMINAL
"KSDM,101,智簡,222,20121003,1",Win,Other,CRIMINAL
"KSDM,104,智簡上,5,20150731,1",Win,Other,CRIMINAL
"TPDM,100,智訴,8,20120606,1",Win,Other,CRIMINAL
"TYDM,111,智附民,9,20221227,1",Win,Mixed,CWC
"TYDM,98,審簡,176,20090525,1",Win,Other,CRIMINAL
"KSDM,105,智簡,28,20160810,1",Win,Other,CRIMINAL
"TPDM,105,智簡,32,20160930,1",Win,Other,CRIMINAL
"TYDM,96,易,114,20080425,2",Win,Other,CRIMINAL
"TPDM,94,簡,2638,20051228,1",Win,Other,CRIMINAL
"IPCV,109,民專訴,53,20210511,3",Win,Mixed,CIVIL
"IPCV,111,民商訴,24,20221117,1",Win,Mixed,CIVIL
"PTEM,90,屏簡,468,20020110,1",Win,Other,CRIMINAL
"KSDM,103,智簡,65,20140221,1",Win,Other,CRIMINAL
"TYDM,97,桃簡,2703,20081028,1",Win,Other,CRIMINAL
"TCDM,101,中智簡,35,20120423,1",Win,Other,CRIMINAL
"KSDM,103,智簡上,3,20140508,1",Win,Other,CRIMINAL
"TCDM,110,中智簡,41,20210929,1",Win,Other,CRIMINAL
"MLDM,99,智訴,2,20100823,1",Win,Other,CRIMINAL
"IPCV,111,民著訴,88,20230713,1",Win,Mixed,CIVIL
"SCDM,101,智簡,20,20120724,1",Win,Other,CRIMINAL
"IPCA,111,行專訴,64,20230525,3",Win,Other,ADMINISTRATIVE
"TNDV,92,智,28,20070502,1",Win,Mixed,CIVIL
"NTDM,100,智易,6,20110803,1",Lose,Other,CRIMINAL
"IPCA,100,行商更(一),2,20110630,1",Lose,Remand,ADMINISTRATIVE
"IPCV,108,民商訴,41,20200417,1",Win,Mixed,CIVIL
"ULDM,99,智簡,1,20100308,1",Win,Other,CRIMINAL
"TPDM,108,智附民,4,20190515,1",Win,Mixed,CWC
"PCDM,94,訴,2299,20061130,3",Win,Other,CRIMINAL
"PCDM,89,訴,524,20010824,1",Win,Other,CRIMINAL
"CYDM,99,智附民,8,20110209,1",Win,Mixed,CWC
"ULDM,112,智附民,1,20230614,1",Win,Mixed,CWC
"TPDM,94,簡,1167,20050906,1",Win,Other,CRIMINAL
"IPCV,106,民專上,39,20181108,2",Other,Win,CIVIL
"TCDM,99,智簡上,16,20101012,1",Win,Other,CRIMINAL
"IPCM,100,刑智上訴,72,20120105,1",Win,Other,CRIMINAL
"LTEM,95,羅簡,55,20060315,1",Win,Other,CRIMINAL
"IPCV,100,民專訴,30,20120314,2",Win,Mixed,CIVIL
"KSDV,94,智,8,20080331,5",Win,Mixed,CIVIL
"TYDM,113,智易,14,20240829,1",Win,Other,CRIMINAL
"IPCV,109,民著上,4,20210527,1",Win,Mixed,CIVIL
"PCDM,89,易,1086,20000728",Win,Other,CRIMINAL
"IPCM,111,重附民,3,20230322,1",Win,Mixed,CWC
"TPAA,108,判,518,20191113,1",Other,Lose,ADMINISTRATIVE
"TYDM,100,桃智簡,57,20120120,1",Win,Other,CRIMINAL
"TCDM,101,智簡,54,20121220,1",Win,Other,CRIMINAL
"TPDM,88,易更(一),11,20000225",Lose,Other,CRIMINAL
"TYDM,104,智易,15,20161212,1",Lose,Other,CRIMINAL
"TNDM,107,智訴,3,20211230,3",Win,Other,CRIMINAL
"IPCV,102,民著上,12,20140821,3",Win,Mixed,CIVIL
"TCDM,94,中簡上,509,20051124,1",Win,Other,CRIMINAL
"TCEM,93,中簡,2045,20040830,1",Win,Other,CRIMINAL
"KSDM,99,智簡,18,20101208,1",Win,Other,CRIMINAL
"KSDM,100,智簡上,14,20111215,1",Win,Other,CRIMINAL
"TPBA,92,訴,302,20040423,2",Win,Mixed,ADMINISTRATIVE
"TCDM,108,智易,106,20200615,1",Win,Other,CRIMINAL
"TYDM,111,智易,2,20230406,1",Win,Other,CRIMINAL
"IPCM,101,刑智上訴,36,20120510,1",Lose,Remand,CRIMINAL
"KSDM,102,智簡,128,20130830,1",Win,Other,CRIMINAL
"KSDM,94,訴,965,20060929,1",Win,Other,CRIMINAL
"PTDM,106,智易,5,20180227,1",Lose,Other,CRIMINAL
"KSDM,101,智簡,113,20120606,1",Win,Other,CRIMINAL
"KSHM,90,上易,992,20010626,1",Win,Other,CRIMINAL
"CYDM,97,嘉簡,1476,20081031,1",Win,Other,CRIMINAL
"KSDM,110,智簡上,3,20211215,1",Lose,Other,CRIMINAL
"KSDM,107,智簡,58,20181206,1",Win,Other,CRIMINAL
"FYEM,100,豐智簡,6,20110418,1",Win,Other,CRIMINAL
"KSDM,90,易,1447,20010727,1",Win,Other,CRIMINAL
"SLDM,94,易,840,20060227,1",Win,Other,CRIMINAL
"TCHV,95,智上,18,20081028,1",Lose,Mixed,CIVIL
"SLDM,95,自,7,20070124,1",Lose,Other,CRIMINAL
"TPHM,90,上易,3782,20011218,1",Win,Other,CRIMINAL
"TCDM,102,智易,20,20130523,1",Lose,Other,CRIMINAL
"KSHM,94,上訴,1585,20051230,1",Win,Other,CRIMINAL
"TPDM,107,智附民,2,20180419,1",Win,Mixed,CWC
"PCDM,94,簡,5570,20051212,1",Win,Other,CRIMINAL
"KSHM,93,上更(一),115,20040518,1",Win,Other,CRIMINAL
"CYDM,107,智簡附民,3,20180927,1",Win,Mixed,CWC
"ILDM,113,智易,2,20240328,1",Win,Other,CRIMINAL
"KSDM,99,智簡,5,20100630,1",Win,Other,CRIMINAL
"KSDM,90,訴,2963,20020110,1",Win,Other,CRIMINAL
"KSDM,112,智簡,20,20230724,1",Win,Other,CRIMINAL
"TPDM,92,簡,3945,20031114,1",Win,Other,CRIMINAL
"SCDM,105,審智簡,3,20160809,1",Win,Other,CRIMINAL
"PKEM,105,港智簡,3,20170118,1",Win,Other,CRIMINAL
"IPCM,102,刑智上更(一),5,20130829,1",Lose,Other,CRIMINAL
"PCDM,110,智簡,12,20210126,1",Win,Other,CRIMINAL
"NTDM,111,埔智簡,3,20220616,1",Win,Other,CRIMINAL
"TPDM,95,簡,3077,20061129,1",Win,Other,CRIMINAL
"IPCM,101,附民上,11,20120620,1",Lose,Mixed,CWC
"KSDM,93,簡上,107,20040621,1",Lose,Other,CRIMINAL
"TCDM,92,易,1691,20030822,1",Win,Other,CRIMINAL
"TPAA,108,判,427,20190829,1",Other,Remand,ADMINISTRATIVE
"IPCM,103,刑智上訴,35,20140821,1",Lose,Other,CRIMINAL
"KLDM,113,基智簡,6,20240723,1",Win,Other,CRIMINAL
"PCDM,99,智簡,9,20100126,1",Win,Other,CRIMINAL
"TPDM,95,易,707,20061229,2",Lose,Other,CRIMINAL
"TPDM,96,簡,610,20070330,1",Win,Other,CRIMINAL
"TPSM,97,台上,4488,20080918",Lose,Other,CRIMINAL
"TCDM,112,中智簡,39,20230906,1",Win,Other,CRIMINAL
"IPCV,107,民商訴,58,20191031,1",Win,Mixed,CIVIL
"CTDM,106,智簡,29,20170622,1",Win,Other,CRIMINAL
"TNDM,95,簡,466,20060222,1",Win,Other,CRIMINAL
"KSDM,94,簡,6548,20051130,1",Win,Other,CRIMINAL
"KSDM,98,審簡,4200,20091006,1",Win,Other,CRIMINAL
"TPHM,93,上易,1067,20040806,1",Win,Other,CRIMINAL
"KSDM,101,智簡上,7,20120424,1",Win,Other,CRIMINAL
"CHDM,99,智簡,42,20100709,1",Win,Other,CRIMINAL
"TPHM,95,上易,122,20060331,1",Win,Other,CRIMINAL
"TPDM,107,智附民,21,20181214,1",Win,Mixed,CWC
"SCDM,110,智簡,4,20210531,1",Win,Other,CRIMINAL
"HLDM,107,智訴,3,20190710,3",Win,Other,CRIMINAL
"CHDM,101,智簡上,4,20120904,1",Win,Lose,CRIMINAL
"KSDM,91,易,2761,20021226,1",Win,Other,CRIMINAL
"KSDM,89,易,4411,20001129",Win,Other,CRIMINAL
"TCDM,110,智簡,17,20210503,1",Win,Other,CRIMINAL
"TCDM,91,易,2625,20021113,1",Win,Other,CRIMINAL
"KSDM,109,智簡,66,20201215,1",Win,Other,CRIMINAL
"CHDM,92,易,908,20030821,1",Win,Other,CRIMINAL
"KSHM,90,上訴,547,20010718,1",Win,Other,CRIMINAL
"CHDM,111,智簡,22,20220720,1",Win,Other,CRIMINAL
"KSDM,99,智簡,51,20110309,1",Win,Other,CRIMINAL
"TPAA,101,判,1008,20121129,1",Other,Remand,ADMINISTRATIVE
"IPCM,105,附民上,22,20170831,1",Lose,Mixed,CWC
"TCHV,94,智上易,10,20060315,1",Lose,Mixed,CIVIL
"ULDM,89,易,875,20001129",Win,Other,CRIMINAL
"TCDM,112,中智簡,18,20230620,1",Win,Other,CRIMINAL
"KSDM,112,智簡,10,20230516,1",Win,Other,CRIMINAL
"PCDV,95,重智,3,20071016,6",Win,Mixed,CIVIL
"PCDM,102,智簡,31,20130628,1",Win,Other,CRIMINAL
"KSDM,100,智簡,178,20111107,1",Win,Other,CRIMINAL
"SLDM,105,智易,5,20161227,1",Win,Other,CRIMINAL
"CHDM,101,智易,7,20130131,1",Win,Other,CRIMINAL
"PCDM,89,易,4212,20010308,1",Win,Other,CRIMINAL
"MLDM,107,苗智簡,3,20180206,1",Win,Other,CRIMINAL
"PCDM,108,智訴,15,20191205,1",Win,Other,CRIMINAL
"TYDM,100,桃智簡,61,20120214,1",Win,Other,CRIMINAL
"TNDM,104,智簡,34,20150515,1",Win,Other,CRIMINAL
"KSDM,100,智簡,253,20111212,1",Win,Other,CRIMINAL
"KSHM,92,上訴,1890,20031127,1",Win,Other,CRIMINAL
"TPDM,100,智簡,17,20110225,1",Win,Other,CRIMINAL
"KSDM,94,易,385,20050426,1",Win,Other,CRIMINAL
"TYDM,110,桃智簡附民,3,20211206,1",Win,Mixed,CWC
"TNDM,108,智簡,25,20190611,1",Win,Other,CRIMINAL
"TCDM,109,中智簡,70,20201218,1",Win,Other,CRIMINAL
"IPCM,112,刑智上易,46,20231130,1",Lose,Other,CRIMINAL
"KSDM,101,智簡,1,20120321,2",Win,Other,CRIMINAL
"KSDM,106,智簡上,11,20180213,1",Win,Other,CRIMINAL
"TCHM,93,上訴,432,20041216,1",Win,Other,CRIMINAL
"TLEM,101,六智簡,9,20120925,1",Win,Other,CRIMINAL
"CTDV,108,智,9,20191231,1",Win,Mixed,CIVIL
"SCDM,106,智訴,5,20200227,1",Win,Other,CRIMINAL
"ILDM,111,智附民,1,20220505,1",Win,Mixed,CWC
"TYDM,92,易,1088,20030903,1",Win,Other,CRIMINAL
"CYDM,109,智簡,34,20200916,1",Win,Other,CRIMINAL
"KSDM,107,智簡,71,20190220,1",Win,Other,CRIMINAL
"CHDM,102,智簡,45,20131107,1",Win,Other,CRIMINAL
"PCDM,96,簡,6933,20071121,1",Win,Other,CRIMINAL
"IPCA,98,行商訴,243,20100527,3",Win,Other,ADMINISTRATIVE
"KSDM,94,簡,2386,20050429,1",Win,Other,CRIMINAL
"TPSV,102,台上,759,20130424",Lose,Remand,CIVIL
"TPAA,93,判,1283,20041014,1",Other,Remand,ADMINISTRATIVE
"KSDM,100,智簡,228,20111220,1",Win,Other,CRIMINAL
"PCDM,101,智訴,27,20130625,1",Win,Other,CRIMINAL
"CPEM,107,竹北簡,557,20181108,1",Win,Other,CRIMINAL
"KSHM,90,上易,1634,20011127,1",Win,Other,CRIMINAL
"PCDM,112,智訴,3,20240227,2",Win,Other,CRIMINAL
"IPCV,100,民商訴,13,20120330,1",Win,Mixed,CIVIL
"IPCM,111,刑智上訴,20,20230525,1",Win,Other,CRIMINAL
"PTDM,94,簡,1619,20051226,1",Win,Other,CRIMINAL
"TNDM,105,智簡,60,20161031,1",Win,Other,CRIMINAL
"TPHV,93,智上,13,20041115,1",Lose,Mixed,CIVIL
"TPDM,92,易,163,20030704,1",Lose,Other,CRIMINAL
"CYDM,100,智簡,2,20110331,1",Win,Other,CRIMINAL
"CYDM,111,智簡附民,6,20220829,1",Win,Mixed,CWC
"PCDM,100,智簡,106,20120409,1",Win,Other,CRIMINAL
"TPDM,102,智易,52,20130712,1",Win,Other,CRIMINAL
"TYDM,110,智附民,13,20220411,2",Win,Mixed,CWC
"PCDM,92,訴,698,20030625,1",Win,Other,CRIMINAL
"TPDM,94,簡,2480,20051031,1",Win,Other,CRIMINAL
"TCDM,113,中智簡,21,20240705,1",Win,Other,CRIMINAL
"TNDM,108,智簡,39,20190829,1",Win,Other,CRIMINAL
"TCDM,110,中智簡,82,20211229,1",Win,Other,CRIMINAL
"TCDM,104,智易,33,20161109,1",Win,Other,CRIMINAL
"PTDM,92,簡,900,20031231,1",Win,Other,CRIMINAL
"PCDM,100,智簡,41,20110502,1",Win,Other,CRIMINAL
"CHDM,98,易,213,20090331,1",Win,Other,CRIMINAL
"KLDM,101,基智簡,18,20121130,1",Win,Other,CRIMINAL
"PCDM,98,簡,3095,20090424,1",Win,Other,CRIMINAL
"IPCM,106,刑智上易,10,20170705,1",Lose,Other,CRIMINAL
"PTDM,95,簡,1049,20060726,1",Win,Other,CRIMINAL
"IPCM,108,刑智上易,94,20200319,1",Win,Other,CRIMINAL
"PCDM,110,智簡,21,20210525,1",Win,Other,CRIMINAL
"TYDM,103,壢智簡,24,20150116,1",Win,Other,CRIMINAL
"TNDM,92,簡,529,20031231,1",Win,Other,CRIMINAL
"TCDM,100,中智簡,39,20110614,1",Win,Other,CRIMINAL
"IPCA,103,行商訴,83,20141106,2",Win,Mixed,ADMINISTRATIVE
"IPCM,109,刑智上訴,13,20210513,1",Win,Other,CRIMINAL
"KSDM,90,易,1414,20010531,1",Win,Other,CRIMINAL
"SLDM,112,智訴,7,20241113,2",Win,Other,CRIMINAL
"TCDM,111,中智簡,28,20220429,1",Win,Other,CRIMINAL
"KSDM,91,易,2955,20021008,1",Win,Other,CRIMINAL
"TPDM,102,智簡,111,20140214,1",Win,Other,CRIMINAL
"KSDM,91,易,619,20020411,1",Win,Other,CRIMINAL
"TCDM,103,中智簡,61,20140728,1",Win,Other,CRIMINAL
"IPCV,111,民著訴,77,20230711,1",Win,Mixed,CIVIL
"IPCM,99,刑智上易,98,20110110,1",Win,Other,CRIMINAL
"PCDM,94,簡,3415,20050729,1",Win,Other,CRIMINAL
"IPCV,110,民專上更(一),1,20211130,2",Lose,Remand,CIVIL
"KSDM,97,審簡,3015,20090427,1",Win,Other,CRIMINAL
"TPDM,98,簡,226,20090123,1",Win,Other,CRIMINAL
"TCDM,106,智訴,9,20171122,1",Win,Other,CRIMINAL
"KSDM,94,易,326,20060105,1",Win,Other,CRIMINAL
"TYDM,111,壢智簡,5,20220808,1",Win,Other,CRIMINAL
"KSDM,100,智簡,212,20111206,1",Win,Other,CRIMINAL
"TPDM,98,簡,3560,20090914,1",Win,Other,CRIMINAL
"TPSM,98,台上,182,20090115",Lose,Mixed,CRIMINAL
"IPCA,98,行專更(一),4,20100128,2",Win,Mixed,ADMINISTRATIVE
"TPHV,95,智上更(一),1,20070508,1",Lose,Remand,CIVIL
"TPDM,93,簡,2904,20041206,1",Win,Other,CRIMINAL
"IPCM,108,刑智上易,52,20191016,1",Lose,Other,CRIMINAL
"TCDV,107,智,4,20200730,3",Win,Mixed,CIVIL
"KSHM,92,上易,1141,20031104,1",Win,Other,CRIMINAL
"PCDM,111,智簡上,21,20230801,1",Lose,Other,CRIMINAL
"TNDM,93,簡上,280,20041217,1",Lose,Other,CRIMINAL
"IPCM,103,刑智上易,43,20140730,1",Lose,Other,CRIMINAL
"IPCV,99,民專上更(一),4,20101007,3",Lose,Remand,CIVIL
"KLDM,89,訴,744,20001220,1",Win,Other,CRIMINAL
"SCDM,100,智簡,11,20111222,1",Win,Other,CRIMINAL
"TCDM,97,中簡,99,20080328,1",Win,Other,CRIMINAL
"TCDM,107,智訴,16,20191127,1",Win,Other,CRIMINAL
"KSDM,100,智簡,68,20110415,1",Win,Other,CRIMINAL
"IPCV,105,民營上更(一),1,20171116,1",Win,Remand,CIVIL
"CHDM,111,智簡,33,20221108,1",Win,Other,CRIMINAL
"PCDM,95,易,2588,20070129,1",Win,Other,CRIMINAL
"TNDM,90,易,1568,20010815,1",Win,Other,CRIMINAL
"KSDM,102,智簡,134,20130903,1",Win,Other,CRIMINAL
"KSDM,101,智簡,133,20120615,1",Win,Other,CRIMINAL
"ULDM,89,易,846,20001122",Win,Other,CRIMINAL
"PCDM,105,智附民,11,20170425,1",Win,Mixed,CWC
"TCHM,96,上易,1711,20071031,1",Win,Other,CRIMINAL
"TPDM,92,簡,1240,20030506,1",Win,Other,CRIMINAL
"KSDM,99,智簡,43,20101229,1",Win,Other,CRIMINAL
"SCDM,107,智簡,16,20180830,1",Win,Other,CRIMINAL
"CYDM,109,智簡,33,20200930,1",Win,Other,CRIMINAL
"TPDM,92,簡上,254,20031127,1",Win,Other,CRIMINAL
"PCDM,96,簡,5136,20070912,1",Win,Other,CRIMINAL
"HLHM,90,上易,55,20010328,1",Win,Other,CRIMINAL
"PCDM,93,易緝,19,20041018,2",Win,Other,CRIMINAL
"CHDM,96,易,752,20070615,1",Win,Other,CRIMINAL
"PTDM,89,訴,631,20010628,1",Win,Other,CRIMINAL
"PCDM,94,易,1453,20060707,3",Win,Other,CRIMINAL
"TLEM,104,六智簡,1,20150623,1",Win,Other,CRIMINAL
"TPBA,94,訴,3814,20061031,1",Win,Mixed,ADMINISTRATIVE
"IPCM,97,刑智上更(三),2,20080925,1",Win,Other,CRIMINAL
"TPDM,96,易,1352,20070726,1",Win,Other,CRIMINAL
"PCDM,97,簡,1039,20080303,1",Win,Other,CRIMINAL
"IPCA,100,行商訴,124,20120105,2",Lose,Mixed,ADMINISTRATIVE
"TCDM,106,中智簡,6,20170714,1",Win,Other,CRIMINAL
"SCDM,107,智簡,13,20181217,1",Win,Other,CRIMINAL
"TYDM,107,桃智簡,5,20180409,1",Win,Other,CRIMINAL
"TCDM,109,中智簡,3,20200110,1",Win,Other,CRIMINAL
"HLDM,98,玉簡,94,20091105,1",Win,Other,CRIMINAL
"TCDM,103,中智簡,45,20140915,1",Win,Other,CRIMINAL
"KSDM,89,易,618,20000804",Win,Other,CRIMINAL
"IPCM,110,刑智上易,10,20210224,1",Other,Remand,CRIMINAL
"TYDM,110,智訴,6,20230814,1",Lose,Other,CRIMINAL
"TPSM,99,台上,3427,20100603",Lose,Remand,CRIMINAL
"TYDM,91,訴,60,20020320,1",Win,Other,CRIMINAL
"CYDM,104,智簡,28,20150731,1",Win,Other,CRIMINAL
"TPSV,104,台上,1407,20150729",Other,Remand,CIVIL
"TNDM,108,智簡,24,20190731,1",Win,Other,CRIMINAL
"TPDM,108,智簡,44,20190916,1",Win,Other,CRIMINAL
"PCDM,100,智簡,46,20110524,1",Win,Other,CRIMINAL
"TNHM,92,上易,986,20040713,1",Lose,Other,CRIMINAL
"PCDM,103,智易,16,20150831,1",Win,Other,CRIMINAL
"IPCV,105,民專訴,1,20170210,2",Win,Mixed,CIVIL
"PCDM,105,智簡,23,20160622,1",Win,Other,CRIMINAL
"ULDM,93,易,261,20041231,1",Win,Other,CRIMINAL
"PCDM,103,智簡,61,20140930,1",Win,Other,CRIMINAL
"PTDM,94,簡,1499,20051124,1",Win,Other,CRIMINAL
"PCDM,90,易,485,20011031,1",Win,Other,CRIMINAL
"TNDM,106,智簡,68,20180306,1",Win,Other,CRIMINAL
"PCDM,92,板簡,481,20030613,1",Win,Other,CRIMINAL
"IPCV,112,民著上,20,20241024,1",Win,Mixed,CIVIL
"SLDM,90,簡,1382,20011026,1",Win,Other,CRIMINAL
"PCDM,111,智簡,76,20230220,1",Win,Other,CRIMINAL
"ULDM,101,智訴,2,20120625,1",Win,Other,CRIMINAL
"PTDM,104,智簡上,3,20160201,1",Lose,Other,CRIMINAL
"SLDM,104,審智簡,20,20151126,1",Win,Other,CRIMINAL
"CHDM,93,訴,378,20040716,1",Win,Other,CRIMINAL
"TPHM,94,上易,1064,20080508,1",Win,Other,CRIMINAL
"TYDM,111,智易,22,20230426,1",Win,Other,CRIMINAL
"TCDM,109,智易,58,20211028,1",Win,Other,CRIMINAL
"TCDM,101,智簡,35,20121227,1",Win,Other,CRIMINAL
"KSDM,92,訴,235,20030321,2",Win,Other,CRIMINAL
"TPHM,93,上訴,1294,20041125,1",Win,Other,CRIMINAL
"TCDM,107,中智簡,4,20180126,1",Win,Other,CRIMINAL
"PCDM,101,智簡附民上,1,20121030,1",Lose,Mixed,CWC
"KSDM,111,智簡,40,20221025,1",Win,Other,CRIMINAL
"KSDM,106,智簡,49,20171124,1",Win,Other,CRIMINAL
"KSDM,93,簡,2660,20041013,1",Win,Other,CRIMINAL
"IPCV,103,民著訴,78,20150522,1",Win,Mixed,CIVIL
"TCDM,102,智簡,23,20130726,1",Win,Other,CRIMINAL
"KSDM,102,智簡,132,20130805,1",Win,Other,CRIMINAL
"TYDM,112,智易,16,20240628,1",Lose,Other,CRIMINAL
"IPCV,98,民專訴,96,20101012,3",Win,Mixed,CIVIL
"PCDM,101,智易,14,20120629,1",Win,Other,CRIMINAL
"TPDM,100,智簡,81,20110930,1",Win,Other,CRIMINAL
"TYDM,100,桃智簡,69,20120711,1",Win,Other,CRIMINAL
"TYDM,88,易,2799,20000216",Win,Other,CRIMINAL
"MLDM,111,智重附民,1,20240625,1",Win,Mixed,CWC
"SLDM,111,智易,2,20221128,1",Win,Other,CRIMINAL
"TNDM,106,智簡,54,20171129,1",Win,Other,CRIMINAL
"TPDM,97,簡,701,20080229,1",Win,Other,CRIMINAL
"SCDM,108,智簡,2,20190730,1",Win,Other,CRIMINAL
"KSDM,89,訴,2256,20001027",Win,Other,CRIMINAL
"TCDM,99,中智簡,30,20100524,1",Win,Other,CRIMINAL
"TPHM,93,上更(二),479,20041231,1",Win,Other,CRIMINAL
"PCDM,104,智簡上,1,20150515,1",Win,Other,CRIMINAL
"SLEM,92,士簡,1523,20040916,1",Win,Other,CRIMINAL
"KSDV,96,智,10,20071122,1",Mixed,Win,CIVIL
"IPCA,110,行專訴,23,20211124,2",Win,Mixed,ADMINISTRATIVE
"TPDV,92,智,77,20040128,1",Win,Mixed,CIVIL
"TCDM,108,中智簡,38,20190925,1",Win,Other,CRIMINAL
"KSDM,104,智簡上,3,20150930,1",Win,Other,CRIMINAL
"TNDM,105,智簡附民,9,20160930,1",Win,Mixed,CWC
"TPHM,90,上訴,868,20010404,1",Win,Other,CRIMINAL
"TPDM,104,智簡上,6,20160421,1",Win,Other,CRIMINAL
"KSDM,90,訴,1636,20011030,2",Win,Other,CRIMINAL
"TPDM,92,簡,359,20030221,1",Win,Other,CRIMINAL
"TPHM,89,上易,3884,20001227,1",Lose,Other,CRIMINAL
"TCDM,105,智簡附民,2,20160321,1",Win,Mixed,CWC
"TPDM,89,易,1157,20000810",Win,Other,CRIMINAL
"SLEM,96,士簡,391,20070616,1",Win,Other,CRIMINAL
"PCDM,102,智簡,62,20131021,1",Win,Other,CRIMINAL
"IPCM,102,刑智上訴,33,20130808,1",Win,Other,CRIMINAL
"TPDM,92,簡,1562,20030522,1",Win,Other,CRIMINAL
"KSDM,99,智訴,18,20101222,1",Win,Other,CRIMINAL
"TCDV,100,智,15,20120727,1",Win,Mixed,CIVIL
"TNHV,95,智上,2,20090512,1",Lose,Mixed,CIVIL
"KSDM,97,易,1119,20091027,1",Lose,Other,CRIMINAL
"IPCA,105,行專訴,89,20170518,3",Win,Other,ADMINISTRATIVE
"ILDM,102,智簡,8,20130530,1",Win,Other,CRIMINAL
"CHDM,103,智簡,20,20140829,1",Win,Other,CRIMINAL
"PCDM,97,簡上,1522,20090226,1",Win,Other,CRIMINAL
"TPDM,109,智易,88,20210928,1",Win,Other,CRIMINAL
"SCDM,109,智簡,13,20200618,1",Win,Other,CRIMINAL
"TCHM,91,上訴,1505,20030123,2",Win,Other,CRIMINAL
"KLDM,95,簡上,119,20061130,1",Win,Other,CRIMINAL
"SCDM,112,智簡,25,20231031,1",Win,Other,CRIMINAL
"NTDM,112,投智簡,4,20230814,1",Win,Other,CRIMINAL
"TYDM,105,智簡,4,20160429,1",Win,Other,CRIMINAL
"FYEM,106,豐智簡,4,20170526,1",Win,Other,CRIMINAL
"KSDM,97,審簡,5685,20090729,1",Win,Other,CRIMINAL
"MLDM,107,苗智簡,1,20180521,1",Win,Other,CRIMINAL
"TYDM,110,審智簡,25,20211227,1",Win,Other,CRIMINAL
"IPCM,99,刑智上易,53,20101011,1",Lose,Other,CRIMINAL
"IPCM,103,刑智上訴,28,20141231,2",Lose,Other,CRIMINAL
"MLDM,97,簡上,49,20081009,1",Win,Other,CRIMINAL
"PCDM,103,智簡,8,20140219,1",Win,Other,CRIMINAL
"KSHM,90,上訴,683,20010606,1",Win,Other,CRIMINAL
"KSDM,90,易,4576,20020121,1",Win,Other,CRIMINAL
"TYDM,94,桃簡,1036,20060210,1",Win,Other,CRIMINAL
"KSDM,103,智簡,192,20141209,1",Win,Other,CRIMINAL
"KSDM,90,訴,1965,20011005,1",Win,Other,CRIMINAL
"TYDM,89,易,651,20021223,2",Win,Other,CRIMINAL
"SCDM,91,簡上,89,20030129,1",Win,Other,CRIMINAL
"KSDM,108,智簡附民,10,20191007,1",Win,Mixed,CWC
"TPHM,92,重上更(三),95,20040730,1",Win,Other,CRIMINAL
"IPCM,102,刑智上訴,93,20140306,1",Win,Other,CRIMINAL
"SCDM,102,智簡,34,20130912,1",Win,Other,CRIMINAL
"TPHM,95,重上更(三),71,20070327,1",Win,Other,CRIMINAL
"IPCV,107,民商訴,23,20181112,1",Win,Other,CIVIL
"KSDM,103,智簡,89,20140605,1",Win,Other,CRIMINAL
"SLDM,92,易,76,20030828,1",Win,Other,CRIMINAL
"KSDM,98,審簡,1472,20090604,1",Win,Other,CRIMINAL
"TNDM,111,智簡,16,20220729,1",Win,Other,CRIMINAL
"TPDM,103,智簡,93,20141212,1",Win,Other,CRIMINAL
"IPCM,103,刑智上易,60,20140903,1",Win,Other,CRIMINAL
"CTDM,112,智簡,20,20230504,1",Win,Other,CRIMINAL
"IPCA,99,行專訴,161,20110421,3",Win,Other,ADMINISTRATIVE
"PCDM,97,簡,9203,20081120,1",Win,Other,CRIMINAL
"TPDM,103,智易,10,20140319,1",Win,Other,CRIMINAL
"KSDM,94,簡上,987,20060424,1",Win,Other,CRIMINAL
"TCDM,96,中簡,1605,20070615,1",Win,Other,CRIMINAL
"CHDM,98,易,133,20090226,1",Win,Other,CRIMINAL
"SLDM,90,簡,954,20010822,1",Win,Other,CRIMINAL
"TPDM,89,訴,1251,20010604,1",Win,Other,CRIMINAL
"IPCM,102,刑智上易,69,20131031,1",Lose,Other,CRIMINAL
"TPDM,93,簡,2564,20041027,1",Win,Other,CRIMINAL
