Date,File,S0,Contract,ContractExpiryDate,Maturity,Rf
2020/06/19,o20200619.csv,"11,549.86",202007,2020/7/15,26,0.0084
2020/06/22,o20200622.csv,"11,572.93",202007,2020/7/15,23,0.0084
2020/06/23,o20200623.csv,"11,612.36",202007,2020/7/15,22,0.0084
2020/06/24,o20200624.csv,"11,660.67",202007,2020/7/15,21,0.0084
2020/06/29,o20200629.csv,"11,542.62",202007,2020/7/15,16,0.0084
2020/06/30,o20200630.csv,"11,621.24",202007,2020/7/15,15,0.0084
2020/07/01,o20200701.csv,"11,703.42",202007,2020/7/15,14,0.0084
2020/07/02,o20200702.csv,"11,805.14",202007,2020/7/15,13,0.0084
2020/07/03,o20200703.csv,"11,909.16",202007,2020/7/15,12,0.0084
2020/07/06,o20200706.csv,"12,116.70",202007,2020/7/15,9,0.0084
2020/07/07,o20200707.csv,"12,092.97",202007,2020/7/15,8,0.0084
2020/07/08,o20200708.csv,"12,170.19",202007,2020/7/15,7,0.0084
2020/07/09,o20200709.csv,"12,192.69",202007,2020/7/15,6,0.0084
2020/07/10,o20200710.csv,"12,073.68",202007,2020/7/15,5,0.0084
2020/07/13,o20200713.csv,"12,211.56",202007,2020/7/15,2,0.0084
2020/07/14,o20200714.csv,"12,209.01",202007,2020/7/15,1,0.0084
2020/07/15,o20200715.csv,"12,202.85",202008,2020/8/19,35,0.0084
2020/07/16,o20200716.csv,"12,157.74",202008,2020/8/19,34,0.0084
2020/07/17,o20200717.csv,"12,181.56",202008,2020/8/19,33,0.0084
2020/07/20,o20200720.csv,"12,174.54",202008,2020/8/19,30,0.0084
2020/07/21,o20200721.csv,"12,397.55",202008,2020/8/19,29,0.0084
2020/07/22,o20200722.csv,"12,473.27",202008,2020/8/19,28,0.0084
2020/07/23,o20200723.csv,"12,413.04",202008,2020/8/19,27,0.0084
2020/07/24,o20200724.csv,"12,304.04",202008,2020/8/19,26,0.0084
2020/07/27,o20200727.csv,"12,588.30",202008,2020/8/19,23,0.0084
2020/07/28,o20200728.csv,"12,586.73",202008,2020/8/19,22,0.0084
2020/07/29,o20200729.csv,"12,540.97",202008,2020/8/19,21,0.0084
2020/07/30,o20200730.csv,"12,722.92",202008,2020/8/19,20,0.0084
2020/07/31,o20200731.csv,"12,664.80",202008,2020/8/19,19,0.0084
2020/08/03,o20200803.csv,"12,513.03",202008,2020/8/19,16,0.0084
