Date,Call_IV_Mean,Put_IV_Mean,Call_IV_Std,Put_IV_Std,Call_Count,Put_Count,Call_Volume,Put_Volume,PCR (Trade Count),PCR (Volume)
2023-08-22,0.14400852379328072,0.17667430252965474,0.017305281997170834,0.01706857378956423,101,209,5382.0,16841.0,2.0693069306930694,3.1291341508732815
2023-08-23,0.12257715093316007,0.1877369386615184,0.01670315282832006,0.01663013658709984,168,200,9906.0,13127.0,1.1904761904761905,1.3251564708257622
2023-08-24,0.12247099806642829,0.18846108613421547,0.023647134974986966,0.04295789527444721,215,395,11597.0,23607.0,1.8372093023255813,2.03561265844615
2023-08-25,0.1459101417880494,0.15553715820904018,0.022476897675218998,0.03855191643223653,367,263,20409.0,16119.0,0.7166212534059946,0.7897986182566514
2023-08-28,0.13353076258329247,0.18052116515668581,0.023030774945555436,0.022432857007801614,323,264,17899.0,13356.0,0.8173374613003096,0.7461869378177551
2023-08-29,0.10777626906997381,0.16000541426411805,0.02918528838494672,0.03401514536675668,254,225,15478.0,13401.0,0.8858267716535433,0.8658095361157773
2023-08-30,0.09099547954376581,0.12643500502188096,0.027971803083842117,0.042204710375506244,415,751,24253.0,46215.0,1.8096385542168674,1.9055374592833876
2023-08-31,0.08108810196823385,0.07589930796126318,0.021522954049544914,0.03100716206919968,1286,1370,76167.0,80054.0,1.0653188180404354,1.0510325994196963
2023-09-01,0.075080568893517,0.07498780036695832,0.024559339314579844,0.033534455777351986,1219,1346,72998.0,79252.0,1.1041837571780149,1.0856735800980848
2023-09-04,0.0319601195745788,0.08867194033404373,0.032097041996620244,0.035041336115075754,1623,1753,94168.0,106270.0,1.0800985828712262,1.1285149944779542
2023-09-05,0.035520296438980394,0.06358031221996749,0.029277246716032827,0.033957897071653614,1157,1482,63150.0,85489.0,1.2808988764044944,1.3537450514647664
2023-09-06,0.037511902222669376,0.044098902511710475,0.02973249157893156,0.04340567334120021,2521,2715,148124.0,169570.0,1.0769535898452995,1.1447840998082688
2023-09-07,0.09219615431911889,0.09393437364066266,0.02036119975654102,0.024098925911075857,1537,1423,90938.0,82382.0,0.9258295380611581,0.9059139193736392
2023-09-08,0.07334589078665388,0.1016740910513161,0.021889484649621115,0.02585180512032806,1530,1391,91835.0,80383.0,0.9091503267973856,0.8752980889639026
2023-09-11,0.09317687733776295,0.06512818736895115,0.029780970620046057,0.046424720763229406,2474,1461,149956.0,88545.0,0.5905416329830234,0.5904732054736056
